"city","country","pop2025","latitude","longitude"
"Tanuku","India",68290,16.7544,81.6814
"Attili","India",68196,16.7,81.6
"Balotra","India",68120,25.8324,72.24
"Pithampur","India",68051,22.602,75.6965
"Munnar","India",68000,10.0882,77.0624
"Chamrajnagar","India",67992,11.9231,76.9395
"Pattukkottai","India",67982,10.4236,79.3195
"Jaisalmer","India",67604,26.9176,70.9039
"Araria","India",67474,26.1493,87.5132
"Harda Khas","India",67387,22.3441,77.0954
"Sangamner","India",67309,19.5678,74.2115
"Jaora","India",67203,23.6378,75.1271
"Buldana","India",66991,20.5293,76.1846
"Mettupalayam","India",66944,11.2997,76.9349
"Anjar","India",66888,23.1132,70.0267
"Bellampalli","India",66660,19.0558,79.493
"Channapatna","India",66647,12.6514,77.2067
"Ratangarh","India",66625,28.0814,74.6185
"Krishnagiri","India",66419,12.5192,78.2138
"Rishikesh","India",66390,30.1078,78.2925
"Goyerkata","India",66358,26.6998,89.0257
"Chaibasa","India",66252,22.5504,85.8025
"Mandamarri","India",66176,18.9651,79.4747
"Palani","India",66085,10.4503,77.5209
"Narnaul","India",66049,28.0444,76.1083
"Dharmapuri","India",66017,12.1277,78.1579
"Fatehabad","India",66013,29.5152,75.4555
"Palasa","India",65833,18.7726,84.4101
"Basavakalyan","India",65805,17.8745,76.9497
"Chingleput","India",65689,12.6918,79.9766
"Chopda","India",65598,21.2458,75.2995
"Panaji","India",65586,15.4957,73.8262
"Thenkasi","India",65496,8.96003,77.3152
"Yadgir","India",65376,16.7701,77.1376
"Gangarampur","India",65316,25.4014,88.5298
"Ramanathapuram","India",65314,9.37158,78.8308
"Jagraon","India",65305,30.7878,75.4739
"Alipur Duar","India",65232,26.4835,89.5229
"Kopargaon","India",65116,19.8824,74.4761
"Bongaigaon","India",64902,26.477,90.5582
"Malkapur","India",64812,20.8855,76.1993
"Karanja","India",64734,20.4827,77.4886
"Khatauli","India",64731,29.2784,77.733
"Ashoknagar","India",64722,24.5758,77.7312
"Siuri","India",64659,23.9081,87.5277
"Nabha","India",64640,30.3758,76.1529
"Siddipet","India",64562,18.1048,78.8486
"Bhawanipatna","India",64468,19.9072,83.167
"Khopoli","India",64460,18.7856,73.3459
"Karwar","India",64457,14.8136,74.1297
"Kayankulam","India",64183,9.18173,76.5009
"Chinnachowk","India",64053,14.4752,78.8354
"Bishnupur","India",64041,23.0738,87.3199
"Markapur","India",63982,15.7353,79.2685
"Basmat","India",63972,19.3287,77.1575
"Baheri","India",63953,28.7742,79.4974
"Kunnamkulam","India",63903,10.6467,76.0669
"Raghogarh","India",63873,24.4432,77.1977
"Gopalganj","India",63725,26.4673,84.4404
"Tura","India",63645,25.5142,90.2024
"Rajsamand","India",63414,25.0714,73.8798
"Tandur","India",63239,17.2485,77.577
"Kalamassery","India",63176,10.0614,76.3263
"Suratgarh","India",63153,29.3215,73.8998
"Mannargudi","India",63148,10.6663,79.4506
"Sopur","India",63035,34.2867,74.4723
"Arni","India",62858,12.6677,79.2853
"Kannur","India",62836,11.8675,75.3576
"Dhuburi","India",62525,26.0186,89.9856
"Puliyangudi","India",62494,9.17489,77.398
"Sheopur","India",62416,25.6647,76.6962
"Renukut","India",62413,24.2164,83.0358
"Dhenkanal","India",62230,20.6574,85.5969
"Dabwali","India",62113,29.9491,74.7383
"Sibsagar","India",62104,26.9843,94.6378
"Malappuram","India",61743,11.042,76.0815
"Rath","India",61728,25.5947,79.5666
"Jamkhandi","India",61690,16.5046,75.2915
"Sirsi","India",61607,14.6207,74.8355
"Vriddhachalam","India",61498,11.5183,79.3241
"Vinukonda","India",61326,16.0531,79.7396
"Tiptur","India",60957,13.2563,76.4777
"Sahaswan","India",60953,28.0723,78.7508
"Koppal","India",60868,15.3452,76.1548
"Sirhind","India",60847,30.6432,76.3842
"Dabra","India",60836,25.8857,78.3322
"Cumbum","India",60828,9.73647,77.2847
"Arambagh","India",60639,22.8833,87.7833
"Himatnagar","India",60634,23.5989,72.966
"Ladnun","India",60490,27.6531,74.3999
"Nipani","India",60351,16.399,74.3829
"Borsad","India",60271,22.4079,72.8982
"Koratla","India",60231,18.8215,78.7119
"Kiratpur","India",60223,29.5067,78.2061
"Vrindavan","India",60195,27.5811,77.6966
"Haveri","India",60155,14.7935,75.4045
"Supaul","India",60020,26.1153,86.5951
"Giridih","India",60000,24.1862,86.3087
"Bangaon","India",60000,25.8673,86.5115
"Rayadrug","India",59968,14.6997,76.8524
"North Lakhimpur","India",59841,27.2352,94.1036
"Tohana","India",59749,29.7133,75.9044
"Gangoh","India",59519,29.78,77.2635
"Kottayam","India",59437,9.58692,76.5213
"Mangalagiri","India",59391,16.4308,80.5682
"Narasapur","India",59306,16.4342,81.6984
"Sangareddi","India",59199,17.6248,78.0867
"Kodar","India",59170,16.9985,79.9656
"Ullal","India",59116,12.8057,74.8606
"Mangrol","India",58989,21.1227,70.1148
"Gola Gokarannath","India",58986,28.0784,80.4705
"Modasa","India",58970,23.4625,73.2986
"Tezpur","India",58851,26.6333,92.8
"Thiruvarur","India",58777,10.7727,79.6368
"Attur","India",58702,11.5941,78.6014
"Chidambaram","India",58650,11.3993,79.6914
"Tarn Taran","India",58585,31.4519,74.9278
"Udumalaippettai","India",58571,10.5881,77.2478
"Lonavla","India",58562,18.7528,73.4057
"Shahada","India",58402,21.5454,74.4711
"Nawalgarh","India",58346,27.8516,75.2738
"Nedumangad","India",58278,8.60267,77.0014
"Nimbahera","India",58085,24.6217,74.68
"Kadi","India",58066,23.2991,72.3336
"Sira","India",57928,13.7416,76.9043
"Chik Ballapur","India",57831,13.4351,77.7279
"Bardoli","India",57810,21.123,73.1115
"Jhargram","India",57796,22.4538,86.995
"Samastipur","India",57575,25.8622,85.7795
"Gobichettipalayam","India",57527,11.455,77.4422
"Hasanpur","India",57481,28.7225,78.2844
"Jahangirabad","India",57363,28.4055,78.1059
"Sherkot","India",57361,29.327,78.5743
"Katras","India",57349,23.7975,86.2983
"Palakollu","India",57341,16.5167,81.73
"Wani","India",57288,20.0551,78.9531
"Naksalbari","India",57283,26.6827,88.22
"Tiruvalla","India",57223,9.3816,76.5749
"Ponnuru","India",57170,16.0655,80.552
"Diphu","India",57097,25.8434,93.4312
"Sitamarhi","India",57095,26.5936,85.4906
"Chhibramau","India",57071,27.1487,79.5008
"Tilhar","India",57043,27.9628,79.7383
"Ilkal","India",56937,15.9592,76.1135
"Bada Barabil","India",56870,22.1119,85.3868
"Mettur","India",56743,11.788,77.8008
"Kuchaman","India",56725,27.1474,74.8566
"Panruti","India",56586,11.7766,79.5527
"Una","India",56545,20.8232,71.0379
"Ponnur","India",56504,16.0711,80.5494
"Kollegal","India",56497,12.1545,77.1105
"Shegaon","India",56449,20.7932,76.6992
"Upleta","India",56354,21.7402,70.2826
"Ujhani","India",56309,28.0031,79.0082
"Bankra","India",56273,22.6029,88.2775
"Dabhoi","India",56253,22.1833,73.4333
"Bari","India",56136,26.6466,77.6163
"Obra","India",56110,24.4186,82.988
"Gohana","India",56093,29.1378,76.7025
"Jatani","India",56003,20.1597,85.7074
"Namakkal","India",55997,11.2213,78.1652
"Gadwal","India",55952,16.235,77.7956
"Palitana","India",55913,21.5252,71.8231
"Nokha","India",55911,27.5616,73.4714
"Laharpur","India",55911,27.7083,80.9026
"Narwana","India",55850,29.599,76.1193
"Islampur","India",55691,26.2654,88.1898
"Karad","India",55663,17.2894,74.1818
"Jalaun","India",55299,26.1451,79.3366
"Karimganj","India",55290,24.8692,92.3554
"Mokameh","India",55203,25.3966,85.9219
"Etawa","India",55185,24.1835,78.2029
"Wanparti","India",55182,16.3674,78.0689
"Samalkot","India",55097,17.0567,82.1764
"Anjangaon","India",54999,21.1652,77.3091
"Dholka","India",54977,22.7273,72.4413
"Tirur","India",54934,10.9137,75.9212
"Kandi","India",54848,23.9595,88.0402
"Ghatal","India",54658,22.6624,87.734
"Unjha","India",54620,23.8037,72.391
"Sendhwa","India",54530,21.6856,75.0962
"Tiruttangal","India",54499,9.48333,77.8333
"Siddhapur","India",54313,23.9178,72.3721
"Dhuri","India",54302,30.3685,75.8679
"Sidhi","India",54242,24.4038,81.8795
"Wokha","India",54010,26.0972,94.2582
"Kalna","India",53964,23.2194,88.363
"Baramati","India",53919,18.1517,74.5777
"Kandukur","India",53662,15.2154,79.9039
"Sunam","India",53647,30.1288,75.7994
"Gaddi Annaram","India",53622,17.3669,78.5242
"Sattenapalle","India",53603,16.3938,80.1522
"Hiriyur","India",53519,13.9445,76.6172
"Challakere","India",53506,14.318,76.6516
"Rampur Hat","India",53468,24.1774,87.7828
"Masaurhi Buzurg","India",53440,25.3542,85.032
"Nuzvid","India",53391,16.7885,80.8459
"Shajapur","India",53346,23.4264,76.2777
"Puttur","India",53331,12.7598,75.2017
"Kasaragod","India",53309,12.4984,74.9896
"Ajodhya","India",53293,26.7991,82.2047
"Mubarakpur","India",53263,26.0887,83.2909
"Phaltan","India",53202,17.9911,74.4318
"Sandila","India",53182,27.0699,80.515
"Sagar","India",53150,14.165,75.029
"Lohardaga","India",53032,23.4331,84.6799
"Deolali","India",52958,19.944,73.8344
"Shahabad","India",52952,17.1307,76.9436
"Bobbili","India",52843,18.5737,83.3593
"Chikhli","India",52841,20.3505,76.2577
"Konch","India",52773,25.9945,79.1513
"Lunglei","India",52728,22.8925,92.7422
"Pithapuram","India",52709,17.1168,82.2528
"Amalapuram","India",52690,16.5787,82.0061
"Tuni","India",52658,17.3591,82.5461
"Sihor","India",52603,21.7113,71.9618
"Diglur","India",52596,18.5483,77.577
"Barbil","India",52586,22.1019,85.3775
"Biswan","India",52516,27.4958,80.9962
"Kosi","India",52492,27.7945,77.4368
"Ropar","India",52313,30.969,76.5269
"Dandeli","India",52295,15.2667,74.6167
"Parvatipuram","India",52085,18.7839,83.4257
"Arcot","India",51943,12.9057,79.319
"Jhalawar","India",51884,24.5963,76.165
"Petlad","India",51819,22.4768,72.7999
"Umred","India",51794,20.854,79.3247
"Bhatapara","India",51751,21.735,81.9471
"Kaliyaganj","India",51748,25.6344,88.3267
"Nasirabad","India",51747,26.3047,74.7336
"Idappadi","India",51642,11.5862,77.8389
"Gohadi","India",51635,26.4328,78.442
"Khagaul","India",51577,25.579,85.0456
"Chiplun","India",51437,17.5334,73.5094
"Changanacheri","India",51430,9.44203,76.536
"Ramnagar","India",51244,29.3925,79.1283
"Sillod","India",51042,20.303,75.6528
"Macherla","India",51039,16.4764,79.4353
"Tundla","India",50939,27.2146,78.2368
"Mannarakkat","India",50921,10.9922,76.4642
"Ottappalam","India",50913,10.7735,76.3776
"Goalpara","India",50759,26.1767,90.6263
"Kankanhalli","India",50752,12.5465,77.4201
"Madhupur","India",50671,24.2742,86.6393
"Madhipura","India",50570,25.9213,86.7927
"Charkhi Dadri","India",50558,28.5917,76.2716
"Dumraon","India",50524,25.5527,84.1515
"Mahasamund","India",50441,21.1074,82.0948
"Gajraula","India",50380,28.8457,78.2396
"Abu Road","India",50262,24.4801,72.7819
"Nanjangud","India",50243,12.1176,76.684
"Salur","India",50206,18.5172,83.2055
"Bhongir","India",50094,17.5154,78.8856
"Aonla","India",50011,28.274,79.1652
"Khagaria","India",49982,25.5022,86.4671
"Dhampur","India",49973,29.3088,78.5108
"Sardhana","India",49857,29.1455,77.6143
"Didwana","India",49852,27.401,74.5754
"Jalor","India",49682,25.3456,72.6156
"Rajgarh","India",49583,28.642,75.3861
"Barh","India",49557,25.4834,85.7093
"Baduria","India",49547,22.7443,88.7866
"Shorapur","India",49501,16.521,76.7574
"Jugsalai","India",49410,22.7767,86.1835
"Kizhake Chalakudi","India",49330,10.3007,76.3376
"Sidlaghatta","India",49114,13.389,77.8644
"Dahanu","India",49048,19.9678,72.7126
"Rasipuram","India",48950,11.4601,78.1863
"Punganuru","India",48865,13.3667,78.5719
"Mandapeta","India",48852,16.8625,81.9292
"Poonamalle","India",48837,13.0489,80.1149
"Barpeta","India",48824,26.3229,91.0063
"Tamluk","India",48646,22.3008,87.9259
"Bhabhua","India",48641,25.0405,83.6075
"Kathua","India",48551,32.3694,75.5254
"Nangal","India",48497,31.3897,76.3757
"Nihtaur","India",48389,29.3242,78.3872
"Lachhmangarh Sikar","India",48142,27.8229,75.0275
"Tiruvallur","India",48095,13.1438,79.9089
"Sri Dungargarh","India",48036,28.0962,74.0087
"Raxaul","India",47965,26.9798,84.8506
"Siruguppa","India",47917,15.63,76.8922
"Baruipur","India",47874,22.3525,88.4388
"Mandvi","India",47853,22.8328,69.3524
"Majalgaon","India",47845,19.1599,76.2083
"Warud","India",47817,21.471,78.2697
"Wankaner","India",47814,22.612,70.9438
"Churachandpur","India",47774,24.3335,93.67
"Dumka","India",47663,24.2678,87.2486
"Talegaon Dabhade","India",47653,18.735,73.6756
"Hunsur","India",47644,12.3036,76.2927
"Pithoragarh","India",47571,29.5835,80.2095
"Jangaon","India",47558,17.726,79.1524
"Atrauli","India",47512,28.0296,78.2857
"Narsimhapur","India",47511,22.9494,79.1836
"Mulbagal","India",47462,13.1635,78.3935
"Mudhol","India",47427,16.3335,75.2831
"Gudalur","India",47419,9.67826,77.2495
"Barwani","India",47343,22.0323,74.8998
"Jodhpur","India",47329,21.9017,70.0327
"Punalur","India",47263,9.01956,76.9226
"Padrauna","India",47181,26.904,83.9809
"Gumia","India",47121,23.7975,85.8252
"Bail-Hongal","India",47063,15.8137,74.8589
"Shujalpur","India",47058,23.4067,76.7098
"Jaisingpur","India",46942,16.7764,74.5536
"Chatra","India",46844,24.2064,84.8708
"Pachora","India",46823,20.6673,75.3531
"Patancheru","India",46821,17.5333,78.2645
"Panna","India",46791,24.7209,80.1877
"Phalodi","India",46788,27.131,72.3683
"Yeola","India",46762,20.0424,74.4894
"Sheikhpura","India",46718,25.1399,85.841
"Gulaothi","India",46647,28.5894,77.7932
"Seohara","India",46546,29.209,78.5884
"Zahirabad","India",46504,17.6814,77.6074
"Karsiyang","India",46427,26.8825,88.2773
"Manglaur","India",46395,29.7909,77.8784
"Gangakher","India",46366,18.9696,76.7495
"Nohar","India",46360,29.1829,74.7706
"Ganj Dundwara","India",46314,27.7331,78.9412
"Nanpara","India",46280,27.8646,81.5004
"Atarra","India",46168,25.2862,80.5715
"Teghra","India",46160,25.4904,85.94
"Bhaisa","India",46120,19.1129,77.9634
"Dondaicha","India",46018,21.3236,74.568
"Vite","India",45973,17.2734,74.5379
"Peddapuram","India",45967,17.077,82.1384
"Mahmudabad","India",45921,27.2919,81.1178
"Pakur","India",45840,24.6392,87.8424
"Cherthala","India",45827,9.68444,76.3356
"Nayudupet","India",45769,13.9074,79.8947
"Halol","India",45741,22.5032,73.4724
"Kharar","India",45691,30.7463,76.6469
"Bhadrachalam","India",45656,17.6685,80.8889
"Rampura","India",45639,30.256,75.2412
"Mattanur","India",45521,11.9302,75.5715
"Shertallai","India",45474,9.68581,76.34
"Sironj","India",45455,24.1031,77.6906
"Daund","India",45440,18.4652,74.5837
"Parlakimidi","India",45379,18.7811,84.0884
"Pujali","India",45379,22.4711,88.1453
"Ashta","India",45365,23.0175,76.7221
"Nandikotkur","India",45343,15.8567,78.2657
"Khalilabad","India",45321,26.7727,83.0718
"Chittaranjan","India",45305,23.8568,86.9032
"Pathardih","India",45276,23.6658,86.4317
"Dungarpur","India",45195,23.8431,73.7147
"Mandla","India",45184,22.5988,80.3711
"Forbesganj","India",45098,26.3025,87.2656
"Harpanahalli","India",44977,14.7877,75.9886
"Itanagar","India",44971,27.0869,93.6099
"Gumla","India",44951,23.0427,84.5443
"Ozar","India",44935,20.0947,73.9282
"Bhimunipatnam","India",44843,17.8902,83.452
"Tanda","India",44822,28.9762,78.9419
"Kapadvanj","India",44764,23.023,73.0711
"Thoubal","India",44493,24.6388,93.9964
"Morar","India",44451,26.2264,78.2248
"Memari","India",44448,23.1765,88.0975
"Nellikkuppam","India",44423,11.7755,79.6702
"Angul","India",44386,20.8409,85.1019
"Medak","India",44351,18.0453,78.2608
"Kalpi","India",44339,26.1167,79.7333
"Hodal","India",44300,27.892,77.3674
"Ramnagar","India",44277,25.2691,83.0297
"Arsikere","India",44269,13.3145,76.257
"Nidadavole","India",44173,16.9057,81.6722
"Jhajjar","India",44122,28.6063,76.6565
"Varangaon","India",44067,21.0177,75.9104
"Jammalamadugu","India",43870,14.8468,78.3831
"Jasdan","India",43861,22.0371,71.2079
"Kendraparha","India",43843,20.5017,86.4223
"Gobardanga","India",43808,22.8774,88.7548
"Yellandu","India",43787,17.5906,80.3215
"Merta","India",43758,26.6486,74.0341
"Polavaram","India",43710,17.2475,81.6437
"Kanuru","India",43696,16.2858,81.2546
"Godda","India",43658,24.827,87.2125
"Kotputli","India",43651,27.7021,76.1991
"Pandhurna","India",43630,21.5956,78.5263
"Ramnagar","India",43497,27.1637,84.3234
"Dig","India",43486,27.4719,77.3256
"Kandhla","India",43387,29.321,77.271
"Vikarabad","India",43337,17.3381,77.9044
"Varkala","India",43276,8.7333,76.7167
"Saint Thomas Mount","India",43223,13.0033,80.1961
"Sainthia","India",43221,23.9483,87.6805
"Tumsar","India",43218,21.3833,79.7333
"Peranampattu","India",43124,12.9343,78.7189
"Barhiya","India",43045,25.2881,86.0206
"Kalimpong","India",43000,27.0706,88.4753
"Ramachandrapuram","India",42977,16.8364,82.0287
"Repalle","India",42967,16.0184,80.8296
"Selu","India",42879,19.4551,76.4407
"Bhinmal","India",42863,24.9994,72.2714
"Bowringpet","India",42789,12.9912,78.178
"Sivaganga","India",42785,9.84701,78.4836
"Tirupparangunram","India",42696,9.88151,78.0731
"Shoranur","India",42694,10.7618,76.2708
"Bikramganj","India",42626,25.2107,84.2551
"Sojat","India",42556,25.9249,73.6663
"Khurda","India",42526,20.1827,85.6163
"Jaspur","India",42524,29.2792,78.828
"Than","India",42508,22.5742,71.1994
"Jintur","India",42420,19.6119,76.6874
"Khekra","India",42408,28.8659,77.2841
"Balapur","India",42401,20.6661,76.7739
"Dinhata","India",42381,26.1353,89.4613
"Naini Tal","India",42309,29.3974,79.4469
"Kyathampalle","India",42275,19.6678,78.5289
"Sikandra Rao","India",42229,27.6886,78.3799
"Palmaner","India",42179,13.2,78.7473
"Jajpur","India",42157,20.8485,86.3373
"Canning","India",42132,22.3145,88.6625
"Khairabad","India",42125,27.527,80.7546
"Kannad","India",42056,20.2568,75.1379
"Athni","India",42047,16.7261,75.0642
"Biaora","India",41989,23.9205,76.9107
"Katol","India",41893,21.2739,78.5858
"Arvi","India",41837,20.9958,78.2291
"Baghpat","India",41766,28.9449,77.2187
"Bar Bigha","India",41758,25.2185,85.7332
"Limbdi","India",41740,22.5651,71.8108
"Bilara","India",41710,26.1807,73.7055
"Sundargarh","India",41705,22.1167,84.0333
"Manvi","India",41647,15.9913,77.0503
"Fatwa","India",41647,25.5096,85.305
"Jambusar","India",41594,22.0524,72.8007
"Devakottai","India",41568,9.94704,78.8233
"Digras","India",41554,20.1035,77.7185
"Warora","India",41523,20.2288,79.0028
"Homnabad","India",41485,17.7707,77.1252
"Gadarwara","India",41420,22.9235,78.7849
"Chidawa","India",41319,28.2394,75.6404
"Champa","India",41252,22.0353,82.6423
"Naugachhia","India",41247,25.3881,87.0991
"Hoskote","India",41236,13.0707,77.7981
"Daudnagar","India",41236,25.0347,84.4009
"Sihora","India",41192,23.4871,80.104
"Jaggayyapeta","India",41180,16.8938,80.0981
"Koraput","India",41170,18.812,82.7105
"Dhupgari","India",41168,26.589,89.0073
"Mehekar","India",41137,20.1505,76.5684
"Hilsa","India",41110,25.3164,85.2823
"Bharthana","India",41055,26.7523,79.2218
"Raisen","India",40977,23.3303,77.7811
"Jalarpet","India",40959,12.5702,78.5732
"Burla","India",40816,21.5098,83.8726
"Dahegam","India",40671,23.169,72.8216
"Garhwa","India",40662,24.16,83.8075
"Chakradharpur","India",40599,22.6761,85.6289
"Ambah","India",40523,26.7042,78.2268
"Kallakkurichchi","India",40449,11.7404,78.959
"Ghatampur","India",40435,26.1527,80.168
"Akividu","India",40413,16.5823,81.3811
"Kovvur","India",40379,17.0162,81.7293
"Solan","India",40283,30.9091,77.1087
"Murtajapur","India",40223,20.733,77.3669
"Ahmadpur","India",40218,18.7062,76.9373
"Gursahaiganj","India",40214,27.1152,79.7317
"Periyakulam","India",40131,10.1227,77.5437
"Mapuca","India",40122,15.5915,73.809
"Taki","India",40113,22.5887,88.9325
"Diamond Harbour","India",40095,22.193,88.1847
"Saundatti","India",40091,15.7662,75.1178
"Vaijapur","India",40043,19.9267,74.7275
"Ghatsila","India",40018,22.5853,86.4768
"Hasimara","India",40000,26.7469,89.3539
"Sathupalli","India",40000,17.2497,80.869
"Puranpur","India",39988,28.5128,80.1483
"Haflong","India",39982,25.1648,93.0174
"Rameswaram","India",39960,9.2885,79.3127
"Bansi","India",39926,27.1775,82.9344
"Thiruthani","India",39899,13.1759,79.6164
"Mandideep","India",39898,23.0817,77.5333
"Bilaspur","India",39873,28.8866,79.2703
"Thakurdwara","India",39860,29.192,78.8615
"Farrukhnagar","India",39766,17.0779,78.2034
"Bhavani","India",39744,11.4455,77.6822
"Daman","India",39737,20.4143,72.8324
"Dhone","India",39689,15.3952,77.8715
"Nandura Buzurg","India",39650,20.8342,76.4592
"Murshidabad","India",39557,24.1839,88.2717
"Nadapuram","India",39512,11.6847,75.6549
"Parasia","India",39440,22.1913,78.759
"Nathdwara","India",39426,24.938,73.8239
"Shahabad","India",39323,30.1678,76.8705
"Giddarbaha","India",39243,30.1995,74.6663
"Akalkot","India",39226,17.5253,76.2061
"Aroor","India",39214,9.8694,76.305
"Chinnamanur","India",39213,9.83999,77.3811
"Ghosi","India",39138,26.1059,83.5393
"Amudalavalasa","India",39124,18.4102,83.9029
"Pehowa","India",39101,29.979,76.5825
"Nurpur","India",39077,29.1496,78.4084
"Aland","India",39064,17.5643,76.5685
"Narayanpet","India",39041,16.748,77.4954
"Paravur Tekkumbhagam","India",38946,8.7947,76.668
"Banka","India",38939,24.8809,86.9226
"Simdega","India",38732,22.6152,84.5021
"Kondapalle","India",38714,16.6199,80.5424
"Sangaria","India",38638,29.7989,74.4668
"Jha-Jha","India",38624,24.7711,86.3789
"Jalesar","India",38614,27.4732,78.3031
"Sirohi","India",38610,24.8884,72.8479
"Bhalki","India",38583,18.0435,77.206
"Palia Kalan","India",38547,28.4321,80.5814
"Talcher","India",38436,20.9493,85.2335
"Chaklasi","India",38435,22.6532,72.945
"Kunnamangalam","India",38372,11.3046,75.8777
"Rajgir","India",38348,25.0283,85.4208
"Kumhari","India",38334,21.2667,81.5167
"Pathanamthitta","India",38285,9.26667,76.7833
"Nandigama","India",38219,16.7717,80.286
"Mahe","India",38183,11.7017,75.5347
"Vyara","India",38168,21.1108,73.3936
"Malavalli","India",38129,12.3856,77.0604
"Khambhaliya","India",38121,22.2069,69.6503
"Suluru","India",38065,13.7,80.0167
"Bhawaniganj","India",38030,24.4158,75.8355
"Chetwayi","India",38011,10.5288,76.0479
"Vetapalem","India",38007,15.785,80.3066
"Shahbazpur","India",38000,26.3051,87.2887
"Mahbubabad","India",37949,17.5973,80.0021
"Maihar","India",37913,24.2659,80.7606
"Dibai","India",37873,28.2085,78.2617
"Robertsganj","India",37855,24.6886,83.0678
"Kekri","India",37850,25.9713,75.1499
"Tarikere","India",37848,13.7095,75.8138
"Maudaha","India",37844,25.6831,80.1142
"Porsa","India",37824,26.6744,78.3708
"Savanur","India",37819,14.9733,75.3372
"Pratapgarh","India",37780,24.0322,74.7816
"Bilasipara","India",37739,26.2328,90.2341
"Channarayapatna","India",37681,12.9064,76.3877
"Ellenabad","India",37680,29.4528,74.6612
"Pathri","India",37648,19.2588,76.4341
"Bhadra","India",37629,29.103,75.1714
"Bantval","India",37619,12.8905,75.0349
"Kotamangalam","India",37543,10.0644,76.6284
"Leh","India",37475,34.165,77.584
"Bairagnia","India",37465,26.7406,85.2732
"Bangarmau","India",37425,26.8912,80.2115
"Paithan","India",37360,19.4751,75.3856
"Barauli","India",37302,26.3811,84.5865
"Sadaseopet","India",37245,17.6192,77.9526
"Vettur","India",37219,8.71742,76.7258
"Patti","India",37087,31.2809,74.8585
"Garhmuktesar","India",37043,28.7873,78.1021
"Revelganj","India",37031,25.7898,84.636
"Parola","India",37001,20.881,75.1194
"Manapparai","India",36926,10.6077,78.4258
"Yanam","India",36896,16.7331,82.2136
"Rahuri","India",36885,19.3907,74.6498
"Rawatbhata","India",36872,24.9298,75.5921
"Hojai","India",36869,26.0028,92.856
"Akbarpur","India",36865,26.4295,82.5343
"Vuyyuru","India",36755,16.3631,80.8441
"Pilibangan","India",36755,29.4496,74.1009
"Barwala","India",36694,29.3675,75.9081
"Anekal","India",36693,12.7111,77.6956
"Kampli","India",36641,15.4063,76.6001
"Phulbani","India",36613,20.481,84.2306
"Attingal","India",36595,8.69609,76.8151
"Cheyyar","India",36527,12.6605,79.5431
"Padra","India",36499,22.2398,73.0845
"Chunar","India",36459,25.1278,82.8821
"Sanawad","India",36455,22.1739,76.0699
"Bayana","India",36399,26.9079,77.2898
"Kayalpattinam","India",36175,8.57143,78.1199
"Dhaka","India",36111,26.6748,85.167
"Sadabad","India",36093,27.4382,78.0376
"Bindki","India",36058,26.0361,80.5762
"Dwarka","India",35837,22.2394,68.9678
"Sarangpur","India",35827,23.5665,76.4731
"Daryapur","India",35782,20.9249,77.3264
"Ramganj Mandi","India",35754,24.6465,75.9433
"Gariadhar","India",35692,21.5389,71.5774
"Kakrala","India",35690,27.8927,79.1945
"Arantangi","India",35621,10.1723,78.9912
"Samalkha","India",35620,29.2355,77.0127
"Kovur","India",35600,14.5005,79.9852
"Tuljapur","India",35596,18.008,76.0701
"Morsi","India",35554,21.3403,78.0126
"Babina","India",35538,25.2395,78.4703
"Dongargarh","India",35508,21.1889,80.7546
"Ashta","India",35497,16.9494,74.4094
"Igatpuri","India",35461,19.6952,73.5626
"Radhanpur","India",35457,23.8324,71.6047
"Budhana","India",35442,29.288,77.4753
"Lunavada","India",35431,23.1284,73.6104
"Betamcherla","India",35417,15.4514,78.148
"Rajpipla","India",35392,21.8667,73.5
"Barpeta Road","India",35281,26.5028,90.9694
"Sherghati","India",35279,24.5595,84.7916
"Umarkhed","India",35265,19.6014,77.6888
"Waris Aliganj","India",35243,25.0172,85.6405
"Pulgaon","India",35238,20.722,78.3206
"Kawardha","India",35238,22.0085,81.2315
"Buddh Gaya","India",35188,24.6981,84.9869
"Lakshmeshwar","India",35140,15.1269,75.4694
"Atmakur","India",35137,15.8811,78.587
"Seram","India",35134,17.1786,77.29
"Niwai","India",35114,26.3607,75.9184
"Dubrajpur","India",35087,23.7902,87.3765
"Jalalabad","India",35051,27.7262,79.6552
"Sanand","India",35033,22.9923,72.3818
"Kodaikanal","India",35021,10.2393,77.4893
"Chikodi","India",34984,16.429,74.5859
"Shahabad","India",34962,28.5668,79.0096
"Tasgaon","India",34933,17.037,74.6017
"Kodinar","India",34930,20.7939,70.7022
"Kichha","India",34904,28.9115,79.5201
"Purna","India",34888,19.1817,77.0257
"Jamadoba","India",34774,23.7167,86.4
"Nabagram","India",34728,22.2881,88.5092
"Rajula","India",34652,21.0385,71.4435
"Shikarpur","India",34649,28.2807,78.0141
"Pipar","India",34630,26.3844,73.5439
"Sagauli","India",34622,26.7639,84.7434
"Kattivakkam","India",34595,13.2167,80.3167
"Karjat","India",34554,18.9107,73.3235
"Sankeshwar","India",34549,16.2565,74.4819
"Bakhtiyarpur","India",34533,25.4618,85.5318
"Agar","India",34532,23.7118,76.0157
"Nilanga","India",34491,18.1168,76.7528
"Satana","India",34440,20.5948,74.203
"Patamundai","India",34400,20.5781,86.5606
"Angamali","India",34399,10.1905,76.3879
"Golaghat","India",34372,26.5117,93.9595
"Manipal","India",34370,13.35,74.7833
"Tadepalle","India",34357,16.4833,80.6
